master_name,old_name,booth_rank,old_booth_rank,name_jw_score,name_lv_score,booth_score,average_score
6,PADARIYA,0.2204968944099379,0.9963369963369964,0.0,0.0,1.0,0.33
6,PAHARAMA,0.2204968944099379,0.304029304029304,0.0,0.0,1.0,0.33
6,PANDEY,0.2204968944099379,0.7655677655677655,0.0,0.0,1.0,0.33
6,PARASA,0.2204968944099379,0.32234432234432236,0.0,0.0,1.0,0.33
6,PARASADIH,0.2204968944099379,0.26373626373626374,0.0,0.0,1.0,0.33
6,PARASAN,0.2204968944099379,0.8021978021978022,0.0,0.0,1.0,0.33
6,PARASI,0.2204968944099379,0.1575091575091575,0.0,0.0,1.0,0.33
6,PATANAVA,0.2204968944099379,0.047619047619047616,0.0,0.0,1.0,0.33
6,PAVAI,0.2204968944099379,0.7161172161172161,0.0,0.0,1.0,0.33
6,PIECHIDIKOLANI,0.2204968944099379,0.45604395604395603,0.0,0.0,1.0,0.33
6,PIPARA,0.2204968944099379,0.7582417582417582,0.0,0.0,1.0,0.33
6,PIRAUTA,0.2204968944099379,0.14285714285714285,0.0,0.0,1.0,0.33
6,POIVWAN,0.2204968944099379,0.3626373626373626,0.0,0.0,1.0,0.33
6,POKHAR,0.2204968944099379,0.358974358974359,0.0,0.0,1.0,0.33
6,POKHARAHA,0.2204968944099379,0.21611721611721613,0.0,0.0,1.0,0.33
6,RADHAULIYA,0.2204968944099379,0.17216117216117216,0.0,0.0,1.0,0.33
6,RAJA,0.2204968944099379,0.029304029304029304,0.0,0.0,1.0,0.33
6,RAJOI,0.2204968944099379,0.29304029304029305,0.0,0.0,1.0,0.33
6,RAJUPAR,0.2204968944099379,0.38095238095238093,0.0,0.0,1.0,0.33
6,RAKHUA,0.2204968944099379,0.2271062271062271,0.0,0.0,1.0,0.33
6,RAMABANDHA,0.2204968944099379,0.5512820512820513,0.0,0.0,1.0,0.33
6,RAMAPUR,0.2204968944099379,0.0989010989010989,0.0,0.0,1.0,0.33
6,RAVAL,0.2204968944099379,0.7728937728937729,0.0,0.0,1.0,0.33
6,RAYAPURA,0.2204968944099379,0.08058608058608059,0.0,0.0,1.0,0.33
6,SAHEYA,0.2204968944099379,0.0695970695970696,0.0,0.0,1.0,0.33
6,SARAGANVA,0.2204968944099379,0.9084249084249084,0.0,0.0,1.0,0.33
6,SARIM,0.2204968944099379,0.27106227106227104,0.0,0.0,1.0,0.33
6,SATAVAT,0.2204968944099379,0.978021978021978,0.0,0.0,1.0,0.33
6,SHEKHAPURA,0.2204968944099379,0.3772893772893773,0.0,0.0,1.0,0.33
6,SILAR,0.2204968944099379,0.706959706959707,0.0,0.0,1.0,0.33
6,SIMARA,0.2204968944099379,0.22344322344322345,0.0,0.0,1.0,0.33
6,SIMARIYA,0.2204968944099379,0.10256410256410256,0.0,0.0,1.0,0.33
6,SOHRAREYA,0.2204968944099379,0.18315018315018314,0.0,0.0,1.0,0.33
6,SONAVARSHA,0.2204968944099379,0.3956043956043956,0.0,0.0,1.0,0.33
6,SUHI,0.2204968944099379,0.9047619047619048,0.0,0.0,1.0,0.33
6,SUSANAR,0.2204968944099379,0.06227106227106227,0.0,0.0,1.0,0.33
6,TENDUA,0.2204968944099379,0.15018315018315018,0.0,0.0,1.0,0.33
6,TETARIYA,0.2204968944099379,0.326007326007326,0.0,0.0,1.0,0.33
6,TITAI,0.2204968944099379,0.7252747252747253,0.0,0.0,1.0,0.33
6,TOLI,0.2204968944099379,0.6380952380952382,0.0,0.0,1.0,0.33
6,UNTHU,0.2204968944099379,0.16117216117216118,0.0,0.0,1.0,0.33
6,UPARADAHA,0.2204968944099379,0.8278388278388278,0.0,0.0,1.0,0.33
6,VI,0.2204968944099379,0.6538461538461539,0.0,0.0,1.0,0.33
6,VIDNYAN,0.2204968944099379,0.5128205128205128,0.0,0.0,1.0,0.33
6,VISHRAMAPUR,0.2204968944099379,0.7326007326007326,0.0,0.0,1.0,0.33
6,VISHUNAPUR,0.2204968944099379,0.8956043956043956,0.0,0.0,1.0,0.33
6,WAN,0.2204968944099379,0.11355311355311355,0.0,0.0,1.0,0.33
6,YADUPUR,0.2204968944099379,0.945054945054945,0.0,0.0,1.0,0.33
6,YARI,0.2204968944099379,0.39194139194139194,0.0,0.0,1.0,0.33
6,ZHIKATIYA,0.2204968944099379,0.2893772893772894,0.0,0.0,1.0,0.33
AJAB,6,0.9736024844720497,0.23809523809523808,0.0,0.0,1.0,0.33
AJAB,AJAB,0.9736024844720497,0.9816849816849816,1.0,1.0,1.0,1.0
AJAB,AJANIYA,0.9736024844720497,0.9304029304029304,0.8083333333333333,0.4285714285714286,1.0,0.75
AJAB,AKAUNA,0.9736024844720497,0.3516483516483517,0.611111111111111,0.33333333333333337,1.0,0.65
AJAB,ALAMAPUR,0.9736024844720497,0.19047619047619047,0.5833333333333334,0.25,1.0,0.61
AJAB,AURANGABAD,0.9736024844720497,0.5238095238095237,0.6833333333333332,0.30000000000000004,1.0,0.66
AJAB,AVAN,0.9736024844720497,0.11355311355311355,0.6666666666666666,0.5,1.0,0.72
AJAB,BABHANADI,0.9736024844720497,0.07692307692307693,0.5833333333333334,0.2222222222222222,1.0,0.6
AJAB,BADAVA,0.9736024844720497,0.13003663003663002,0.611111111111111,0.33333333333333337,1.0,0.65
AJAB,BAGHOIKALA,0.9736024844720497,0.24175824175824176,0.39999999999999997,0.19999999999999996,1.0,0.53
AJAB,BAGOI,0.9736024844720497,0.23809523809523808,0.48333333333333334,0.19999999999999996,1.0,0.56
AJAB,BAHUARA,0.9736024844720497,0.6098901098901099,0.5952380952380952,0.2857142857142857,1.0,0.63
AJAB,BAJAR,0.9736024844720497,0.8901098901098901,0.7833333333333333,0.6,1.0,0.79
AJAB,BAJITAPUR,0.9736024844720497,0.3663003663003663,0.6481481481481481,0.33333333333333337,1.0,0.66
AJAB,BAKAN,0.9736024844720497,0.21245421245421245,0.6333333333333333,0.4,1.0,0.68
AJAB,BALAKARMA,0.9736024844720497,0.7435897435897436,0.5833333333333334,0.2222222222222222,1.0,0.6
AJAB,BALAPOKHAR,0.9736024844720497,0.8461538461538461,0.5722222222222223,0.19999999999999996,1.0,0.59
AJAB,BANAHI,0.9736024844720497,0.14652014652014653,0.611111111111111,0.33333333333333337,1.0,0.65
AJAB,BARAI,0.9736024844720497,0.9706959706959707,0.6333333333333333,0.4,1.0,0.68
AJAB,BARATAPUR,0.9736024844720497,0.4358974358974359,0.5833333333333334,0.2222222222222222,1.0,0.6
AJAB,BASADIHA,0.9736024844720497,0.7948717948717948,0.5972222222222222,0.25,1.0,0.62
AJAB,BATAVA,0.9736024844720497,0.09523809523809523,0.611111111111111,0.33333333333333337,1.0,0.65
AJAB,BEDHANI,0.9736024844720497,0.9395604395604396,0.46428571428571425,0.1428571428571429,1.0,0.54
AJAB,BELA,0.9736024844720497,0.5091575091575091,0.5,0.0,1.0,0.5
AJAB,BELASARA,0.9736024844720497,0.8333333333333334,0.5972222222222222,0.25,1.0,0.62
AJAB,BELI,0.9736024844720497,0.27472527472527475,0.0,0.0,1.0,0.33
AJAB,BHAIROPUR,0.9736024844720497,0.7216117216117216,0.40740740740740744,0.11111111111111116,1.0,0.51
AJAB,BHALUHARA,0.9736024844720497,0.7509157509157509,0.40740740740740744,0.2222222222222222,1.0,0.54
AJAB,BHARATHAULI,0.9736024844720497,0.07142857142857142,0.5631313131313131,0.18181818181818177,1.0,0.58
AJAB,BHARAVAR,0.9736024844720497,0.3992673992673993,0.5972222222222222,0.25,1.0,0.62
AJAB,BHATAKUR,0.9736024844720497,0.8608058608058609,0.5972222222222222,0.25,1.0,0.62
AJAB,BHEDIYA,0.9736024844720497,0.42124542124542125,0.0,0.0,1.0,0.33
AJAB,BIJAULI,0.9736024844720497,0.7545787545787546,0.5952380952380952,0.2857142857142857,1.0,0.63
AJAB,BIJOI,0.9736024844720497,0.2967032967032967,0.48333333333333334,0.19999999999999996,1.0,0.56
AJAB,BISAINI,0.9736024844720497,0.315018315018315,0.46428571428571425,0.1428571428571429,1.0,0.54
AJAB,CHAINAPUR,0.9736024844720497,0.8205128205128205,0.5740740740740741,0.2222222222222222,1.0,0.6
AJAB,CHANDAPUR,0.9736024844720497,0.9230769230769231,0.5740740740740741,0.2222222222222222,1.0,0.6
AJAB,CHANDAULI,0.9736024844720497,0.73992673992674,0.5740740740740741,0.2222222222222222,1.0,0.6
AJAB,CHATARA,0.9736024844720497,0.4633699633699634,0.5952380952380952,0.2857142857142857,1.0,0.63
AJAB,CHAUKHADA,0.9736024844720497,0.4139194139194139,0.4537037037037037,0.2222222222222222,1.0,0.56
AJAB,CHIRIYA,0.9736024844720497,0.1684981684981685,0.0,0.0,1.0,0.33
AJAB,CHITRAGOPI,0.9736024844720497,0.04395604395604396,0.45,0.09999999999999998,1.0,0.52
AJAB,COLLEGE,0.9736024844720497,0.5164835164835165,0.0,0.0,1.0,0.33
AJAB,DABURA,0.9736024844720497,0.34798534798534797,0.611111111111111,0.16666666666666663,1.0,0.59
AJAB,DADHAPA,0.9736024844720497,0.7985347985347986,0.5952380952380952,0.2857142857142857,1.0,0.63
AJAB,DAKSHNI,0.9736024844720497,0.20512820512820512,0.46428571428571425,0.1428571428571429,1.0,0.54
AJAB,DARIYAPUR,0.9736024844720497,0.2087912087912088,0.5740740740740741,0.2222222222222222,1.0,0.6
AJAB,DEV,0.9736024844720497,0.8626373626373626,0.0,0.0,1.0,0.33
AJAB,DEVADHARI,0.9736024844720497,0.8241758241758241,0.4537037037037037,0.2222222222222222,1.0,0.56
AJAB,DEVAHARA,0.9736024844720497,0.04578754578754579,0.5833333333333334,0.25,1.0,0.61
AJAB,DEVARIYA,0.9736024844720497,0.13553113553113552,0.4583333333333333,0.125,1.0,0.53
AJAB,DHAMARPUR,0.9736024844720497,0.7106227106227107,0.5740740740740741,0.2222222222222222,1.0,0.6
